K,Lambda,PopSize,ArchiveSize,MaxGen,MutRate,CrossRate,FunctionEvals,Runtime_ms,ND_Count,Best_f1,Best_f2,Mean_f1,Mean_f2,Final_HV
10,0.60,100,50,799,0.40,0.90,80000,67325,19,0.436194,0.143780,0.452621,0.200225,0.841665
10,0.60,200,100,399,0.05,0.70,80000,64299,23,0.447851,0.208036,0.463569,0.320410,0.229926
10,0.60,200,100,399,0.05,0.70,80000,63945,12,0.435638,0.154345,0.458900,0.230915,0.648180
10,0.60,200,100,399,0.05,0.70,80000,64677,35,0.429356,0.208804,0.482977,0.285419,0.336450
10,0.60,200,100,399,0.10,0.70,80000,64750,17,0.425802,0.236086,0.438385,0.267830,0.565381
10,0.60,200,100,399,0.10,0.70,80000,64656,45,0.455455,0.154402,0.488652,0.231644,0.311826
10,0.60,200,100,399,0.10,0.70,80000,64957,46,0.440599,0.112347,0.462226,0.224235,0.573007
10,0.60,200,100,399,0.20,0.70,80000,66212,72,0.435814,0.167296,0.464861,0.211492,0.676193
10,0.60,200,100,399,0.20,0.70,80000,66108,84,0.420646,0.140303,0.461379,0.261277,0.490505
10,0.60,200,100,399,0.20,0.70,80000,66537,51,0.416310,0.162840,0.427952,0.239938,1.060040
10,0.60,200,100,399,0.30,0.70,80000,69656,45,0.433380,0.132039,0.472939,0.179609,0.849158
10,0.60,200,100,399,0.30,0.70,80000,70040,81,0.448745,0.140395,0.501280,0.192179,0.358072
10,0.60,200,100,399,0.30,0.70,80000,69457,49,0.426791,0.152503,0.443423,0.199034,1.011598
10,0.60,200,100,399,0.40,0.70,80000,70441,46,0.425630,0.142001,0.448837,0.244861,0.742912
10,0.60,200,100,399,0.40,0.70,80000,72806,41,0.422909,0.143210,0.444124,0.203966,1.010995
10,0.60,200,100,399,0.40,0.70,80000,72843,34,0.433212,0.164752,0.459064,0.220444,0.690326
10,0.60,200,100,399,0.05,0.90,80000,66727,24,0.447139,0.231878,0.467363,0.284701,0.288619
10,0.60,200,100,399,0.05,0.90,80000,69430,55,0.438243,0.195648,0.459976,0.273587,0.406197
10,0.60,200,100,399,0.05,0.90,80000,68326,46,0.428895,0.232164,0.447952,0.327669,0.299269
10,0.60,200,100,399,0.10,0.90,80000,68313,23,0.422715,0.150358,0.447856,0.203827,0.904666
10,0.60,200,100,399,0.10,0.90,80000,67791,31,0.442273,0.158713,0.458877,0.252902,0.565960
10,0.60,200,100,399,0.10,0.90,80000,68021,22,0.444219,0.159444,0.505268,0.276365,0.195353
10,0.60,200,100,399,0.20,0.90,80000,70699,74,0.432057,0.170600,0.465799,0.242047,0.553895
10,0.60,200,100,399,0.20,0.90,80000,70675,58,0.438052,0.140789,0.469338,0.224039,0.546568
10,0.60,200,100,399,0.20,0.90,80000,70480,46,0.422652,0.141613,0.437963,0.223935,1.042944
10,0.60,200,100,399,0.30,0.90,80000,70957,73,0.430276,0.157308,0.449899,0.245783,0.741323
10,0.60,200,100,399,0.30,0.90,80000,72208,41,0.432843,0.161769,0.487052,0.259128,0.457649
10,0.60,200,100,399,0.30,0.90,80000,71407,72,0.450677,0.116416,0.495397,0.213833,0.315803
10,0.60,200,100,399,0.40,0.90,80000,72202,39,0.424533,0.184379,0.441030,0.239938,0.856429
10,0.60,200,100,399,0.40,0.90,80000,73433,70,0.434207,0.160243,0.453142,0.215593,0.776030
10,0.60,200,100,399,0.40,0.90,80000,73752,44,0.424257,0.149646,0.460646,0.217492,0.875915
